SEED	functions_L1	functions_L2	functions_L3
seed2791	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Glutathione-dependent formaldehyde-activating enzyme (EC 4.4.1.22)
seed2792	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)
seed2793	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Orotate phosphoribosyltransferase (EC 2.4.2.10)
seed2794	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)
seed2795	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Putative hydrolase in cluster with formaldehyde/S-nitrosomycothiol reductase MscR
seed2796	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Rhodanese-related sulfurtransferase
seed2797	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)
seed2798	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_S-formylglutathione hydrolase (EC 3.1.2.12)
seed2799	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Spore photoproduct lyase (EC 4.1.99.14)
seed2800	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Thiol:disulfide interchange protein DsbC
seed2801	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	"L3_Transcriptional regulator, FUR family"
seed2802	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_tRNA-i(6)A37 methylthiotransferase
seed2803	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_Twin-arginine translocation protein TatA
seed2804	"L1_Cofactors, Vitamins, Prosthetic Groups, Pigments"	L2_YgfZ	L3_YgfY COG2938
seed2805	L1_DNA Metabolism	L2_2-phosphoglycolate salvage	L3_2-deoxyglucose-6-phosphate hydrolase YniC
seed2806	L1_DNA Metabolism	L2_2-phosphoglycolate salvage	L3_Putative phosphatase YfbT
seed2807	L1_DNA Metabolism	L2_2-phosphoglycolate salvage	L3_Putative phosphatase YqaB
seed2808	L1_DNA Metabolism	L2_2-phosphoglycolate salvage	"L3_Similar to phosphoglycolate phosphatase, clustered with ribosomal large subunit pseudouridine synthase C"
seed2809	L1_DNA Metabolism	L2_2-phosphoglycolate salvage	"L3_Similar to phosphoglycolate phosphatase, clustered with ubiquinone biosynthesis SAM-dependent O-methyltransferase"
seed2810	L1_DNA Metabolism	L2_ATP-dependent Nuclease	"L3_ATP-dependent nuclease, subunit A"
seed2811	L1_DNA Metabolism	L2_ATP-dependent Nuclease	"L3_ATP-dependent nuclease, subunit B"
seed2812	L1_DNA Metabolism	L2_Competence in Streptococci	L3_Competence positive regulator ComW
seed2813	L1_DNA Metabolism	L2_Competence in Streptococci	L3_Competence-specific sigma factor ComX
seed2814	L1_DNA Metabolism	L2_Competence in Streptococci	L3_Competence-stimulating peptide (CSP) precursor ComC
seed2815	L1_DNA Metabolism	L2_Competence in Streptococci	L3_Competence-stimulating peptide ABC transporter permease protein ComB
seed2816	L1_DNA Metabolism	L2_Competence in Streptococci	L3_Histidine kinase of the competence regulon ComD
seed2817	L1_DNA Metabolism	L2_Competence in Streptococci	L3_Transcriptional regulator SpxA1
seed2818	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_CRISPR-associated protein Cas02710
seed2819	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_CRISPR-associated protein Csx11
seed2820	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_CRISPR-associated protein TM1812
seed2821	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_CRISPR-associated RAMP Cmr2
seed2822	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_CRISPR-associated RAMP Cmr4
seed2823	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_CRISPR-associated RAMP Cmr6
seed2824	L1_DNA Metabolism	L2_CRISP Cmr Cluster	L3_DUF324 domain containing Cmr6-like protein
seed2825	L1_DNA Metabolism	L2_CRISPR-associated cluster	"L3_CRISPR-associated protein, Csm2 family"
seed2826	L1_DNA Metabolism	L2_CRISPR-associated cluster	"L3_CRISPR-associated RAMP protein, Csm4 family"
seed2827	L1_DNA Metabolism	L2_CRISPR-associated cluster	"L3_CRISPR-associated RAMP, TM1809 family"
seed2828	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated helicase Cas3
seed2829	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated helicase Cas3, protein"
seed2830	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated negative autoregulator
seed2831	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Cas1
seed2832	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Cas2
seed2833	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Cas7
seed2834	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Csb1
seed2835	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Csb2
seed2836	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Csc1
seed2837	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Csc2
seed2838	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Csf2
seed2839	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated protein Csx16
seed2840	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Cas5e family"
seed2841	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Cas5h family"
seed2842	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Csa2 family"
seed2843	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Csd1 family"
seed2844	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Csd2/Csh2 family"
seed2845	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Cse1 family"
seed2846	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Cse3 family"
seed2847	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Cse4 family"
seed2848	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Csn1 family"
seed2849	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, Csn2 family"
seed2850	L1_DNA Metabolism	L2_CRISPRs	"L3_CRISPR-associated protein, CT1972 family"
seed2851	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated RecB family exonuclease Cas4
seed2852	L1_DNA Metabolism	L2_CRISPRs	L3_CRISPR-associated RecB family exonuclease Cas4a
seed2853	L1_DNA Metabolism	L2_DNA Helicase of Unknown Function	L3_DNA helicase (Rad25 homolog)
seed2854	L1_DNA Metabolism	L2_DNA Helicase of Unknown Function	L3_Hypothetical protein (associated with DNA helicase - Rad25 homolog)
seed2855	L1_DNA Metabolism	L2_DNA phosphorothioation	L3_3'-phosphoadenosine 5'-phosphosulfate sulfurtransferase DndC
seed2856	L1_DNA Metabolism	L2_DNA phosphorothioation	L3_DNA sulfur modification protein DndB
seed2857	L1_DNA Metabolism	L2_DNA phosphorothioation	L3_DNA sulfur modification protein DndD
seed2858	L1_DNA Metabolism	L2_DNA phosphorothioation	L3_DNA sulfur modification protein DndE
seed2859	L1_DNA Metabolism	L2_DNA phosphorothioation	L3_NifS-like cysteine desulfurase DndA
seed2860	L1_DNA Metabolism	L2_DNA processing cluster	L3_DNA polymerase III subunits gamma and tau (EC 2.7.7.7)
seed2861	L1_DNA Metabolism	L2_DNA processing cluster	L3_DNA topoisomerase III (EC 5.99.1.2)
seed2862	L1_DNA Metabolism	L2_DNA processing cluster	L3_Protein involved in catabolism of external DNA
seed2863	L1_DNA Metabolism	L2_DNA processing cluster	L3_Recombination protein RecR
seed2864	L1_DNA Metabolism	"L2_DNA recombination, archaeal"	L3_DNA repair and recombination protein RadA
seed2865	L1_DNA Metabolism	"L2_DNA recombination, archaeal"	L3_DNA repair and recombination protein RadB
seed2866	L1_DNA Metabolism	L2_DNA repair and recombination eukaryotic	L3_DNA repair protein RAD51
seed2867	L1_DNA Metabolism	L2_DNA repair and recombination eukaryotic	L3_DNA repair protein RAD51 homolog 2
seed2868	L1_DNA Metabolism	L2_DNA repair and recombination eukaryotic	L3_DNA repair protein RAD51 homolog 3
seed2869	L1_DNA Metabolism	L2_DNA repair and recombination eukaryotic	L3_DNA repair protein RAD51 homolog 4
seed2870	L1_DNA Metabolism	L2_DNA repair and recombination eukaryotic	L3_DNA repair protein RAD57
seed2871	L1_DNA Metabolism	L2_DNA repair and recombination eukaryotic	L3_Meiotic recombination protein DMC1
seed2872	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_ATP-dependent DNA ligase (EC 6.5.1.1)
seed2873	L1_DNA Metabolism	L2_DNA Repair Base Excision	"L3_ATP-dependent DNA ligase (EC 6.5.1.1) clustered with Ku protein, LigD"
seed2874	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_ATP-dependent DNA ligase (EC 6.5.1.1) LigC
seed2875	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_DNA polymerase I (EC 2.7.7.7)
seed2876	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_DNA polymerase II (EC 2.7.7.7)
seed2877	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_DNA-3-methyladenine glycosylase (EC 3.2.2.20)
seed2878	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_DNA-3-methyladenine glycosylase II (EC 3.2.2.21)
seed2879	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_Endonuclease VIII
seed2880	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_Exodeoxyribonuclease I (EC 3.1.11.1)
seed2881	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_Flap structure-specific endonuclease (EC 3.-.-.-)
seed2882	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)
seed2883	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_Ku domain protein
seed2884	L1_DNA Metabolism	L2_DNA Repair Base Excision	L3_Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)
seed2885	L1_DNA Metabolism	L2_DNA Repair Base Excision	"L3_Single-stranded-DNA-specific exonuclease RecJ, clostridial paralog"
seed2886	L1_DNA Metabolism	L2_DNA Repair Base Excision	"L3_Single-stranded-DNA-specific exonuclease RecJ, cyanobacterial paralog"
seed2887	L1_DNA Metabolism	L2_DNA Repair Base Excision	"L3_Uracil-DNA glycosylase, family 1"
seed2888	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_A/G-specific adenine glycosylase (EC 3.2.2.-)
seed2889	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_ADA regulatory protein
seed2890	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Alkylated DNA repair protein AlkB
seed2891	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA mismatch repair endonuclease MutH
seed2892	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA polymerase IV (EC 2.7.7.7)
seed2893	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA polymerase-like protein MT3142
seed2894	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA polymerase-like protein PA0670
seed2895	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA recombination protein RmuC
seed2896	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA recombination-dependent growth factor C
seed2897	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA repair exonuclease family protein YhaO
seed2898	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA repair protein RadA
seed2899	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA repair protein RadC
seed2900	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA repair protein RecN
seed2901	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA-damage-inducible protein I
seed2902	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_DNA-damage-inducible protein J
seed2903	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Endonuclease IV (EC 3.1.21.2)
seed2904	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Endonuclease V (EC 3.1.21.7)
seed2905	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Exodeoxyribonuclease III (EC 3.1.11.2)
seed2906	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
seed2907	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
seed2908	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Exonuclease SbcC
seed2909	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Exonuclease SbcD
seed2910	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_G:T/U mismatch-specific uracil/thymine DNA-glycosylase
seed2911	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)
seed2912	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Methylated-DNA--protein-cysteine methyltransferase (EC 2.1.1.63)
seed2913	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_RecA protein
seed2914	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Recombinational DNA repair protein RecT (prophage associated)
seed2915	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Single-stranded DNA-binding protein
seed2916	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_SOS-response repressor and protease LexA (EC 3.4.21.88)
seed2917	L1_DNA Metabolism	"L2_DNA repair, bacterial"	L3_Very-short-patch mismatch repair endonuclease (G-T specific)
seed2918	L1_DNA Metabolism	"L2_DNA repair, bacterial DinG and relatives"	L3_ATP-dependent helicase DinG/Rad3
seed2919	L1_DNA Metabolism	"L2_DNA repair, bacterial DinG and relatives"	L3_DinG family ATP-dependent helicase CPE1197
seed2920	L1_DNA Metabolism	"L2_DNA repair, bacterial DinG and relatives"	L3_DinG family ATP-dependent helicase YoaA
seed2921	L1_DNA Metabolism	"L2_DNA repair, bacterial DinG and relatives"	L3_DinG family ATP-dependent helicase YpvA
seed2922	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	L3_Clostridial MutS2-related protein
seed2923	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	L3_DNA mismatch repair protein MutL
seed2924	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	L3_DNA mismatch repair protein MutS
seed2925	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	"L3_MutS domain protein, family 2"
seed2926	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	"L3_MutS domain protein, family 4"
seed2927	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	"L3_MutS domain protein, family 5"
seed2928	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	"L3_MutS domain protein, family 6"
seed2929	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	"L3_MutS-related protein, family 1"
seed2930	L1_DNA Metabolism	"L2_DNA repair, bacterial MutL-MutS system"	L3_Recombination inhibitory protein MutS2
seed2931	L1_DNA Metabolism	"L2_DNA repair, bacterial photolyase"	L3_Cryptochrome
seed2932	L1_DNA Metabolism	"L2_DNA repair, bacterial photolyase"	L3_Deoxyribodipyrimidine photolyase (EC 4.1.99.3)
seed2933	L1_DNA Metabolism	"L2_DNA repair, bacterial photolyase"	"L3_Deoxyribodipyrimidine photolyase, type II (EC 4.1.99.3)"
seed2934	L1_DNA Metabolism	"L2_DNA repair, bacterial RecBCD pathway"	L3_Exodeoxyribonuclease V alpha chain (EC 3.1.11.5)
seed2935	L1_DNA Metabolism	"L2_DNA repair, bacterial RecBCD pathway"	L3_Exodeoxyribonuclease V beta chain (EC 3.1.11.5)
seed2936	L1_DNA Metabolism	"L2_DNA repair, bacterial RecBCD pathway"	L3_Exodeoxyribonuclease V gamma chain (EC 3.1.11.5)
seed2937	L1_DNA Metabolism	"L2_DNA repair, bacterial RecBCD pathway"	L3_RecD-like DNA helicase YrrC
seed2938	L1_DNA Metabolism	"L2_DNA repair, bacterial RecFOR pathway"	L3_ATP-dependent DNA helicase RecQ
seed2939	L1_DNA Metabolism	"L2_DNA repair, bacterial RecFOR pathway"	"L3_ATP-dependent DNA helicase, RecQ family"
seed2940	L1_DNA Metabolism	"L2_DNA repair, bacterial RecFOR pathway"	L3_DNA recombination and repair protein RecF
seed2941	L1_DNA Metabolism	"L2_DNA repair, bacterial RecFOR pathway"	L3_DNA recombination and repair protein RecO
seed2942	L1_DNA Metabolism	"L2_DNA repair, bacterial RecFOR pathway"	"L3_Single-stranded-DNA-specific exonuclease RecJ, Bacteriophage SPBc2-type"
seed2943	L1_DNA Metabolism	"L2_DNA repair, bacterial UmuCD system"	L3_Error-prone repair protein UmuD
seed2944	L1_DNA Metabolism	"L2_DNA repair, bacterial UmuCD system"	"L3_Error-prone, lesion bypass DNA polymerase V (UmuC)"
seed2945	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_ATP-dependent DNA helicase pcrA (EC 3.6.1.-)
seed2946	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_ATP-dependent DNA helicase Rep
seed2947	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_ATP-dependent DNA helicase UvrD/PcrA
seed2948	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA, actinomycete paralog"
seed2949	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog"
seed2950	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA, clostridial paralog 2"
seed2951	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA, proteobacterial paralog"
seed2952	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_ATP-dependent DNA helicase UvrD/PcrA/Rep
seed2953	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA/Rep, cyanobacterial paralog"
seed2954	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 1"
seed2955	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	"L3_ATP-dependent DNA helicase UvrD/PcrA/Rep, epsilon proteobacterial type 2"
seed2956	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_DNA helicase IV
seed2957	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_Plasmid conjugative transfer DNA helicase TrhI
seed2958	L1_DNA Metabolism	"L2_DNA repair, bacterial UvrD and related helicases"	L3_putative ATP-dependent DNA helicase YjcD
seed2959	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	L3_Excinuclease ABC subunit A
seed2960	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	L3_Excinuclease ABC subunit A paralog in greater Bacteroides group
seed2961	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	L3_Excinuclease ABC subunit A paralog of unknown function
seed2962	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	"L3_Excinuclease ABC subunit A, dimeric form"
seed2963	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	L3_Excinuclease ABC subunit B
seed2964	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	L3_Excinuclease ABC subunit C
seed2965	L1_DNA Metabolism	"L2_DNA repair, UvrABC system"	L3_Excinuclease cho (excinuclease ABC alternative C subunit)
seed2966	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Archaeal DNA polymerase I (EC 2.7.7.7)
seed2967	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Archaeal DNA polymerase II large subunit (EC 2.7.7.7)
seed2968	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Archaeal DNA polymerase II small subunit (EC 2.7.7.7)
seed2969	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_DNA polymerase sliding clamp protein PCNA
seed2970	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_DNA primase large subunit (EC 2.7.7.-)
seed2971	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_DNA primase small subunit (EC 2.7.7.-)
seed2972	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_DNA replication helicase protein MCM
seed2973	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Origin of replication recognition protein
seed2974	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Replication factor A (ssDNA-binding protein)
seed2975	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Replication factor C large subunit
seed2976	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Replication factor C small subunit
seed2977	L1_DNA Metabolism	"L2_DNA replication, archaeal"	L3_Ribonuclease HII (EC 3.1.26.4)
seed2978	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_DNA-binding protein Fis
seed2979	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_DNA-binding protein HBsu
seed2980	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_DNA-binding protein HU
seed2981	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_DNA-binding protein HU-alpha
seed2982	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_DNA-binding protein HU-beta
seed2983	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_Integration host factor alpha subunit
seed2984	L1_DNA Metabolism	"L2_DNA structural proteins, bacterial"	L3_Integration host factor beta subunit
seed2985	L1_DNA Metabolism	"L2_DNA topoisomerases, Type I, ATP-independent"	L3_DNA topoisomerase I (EC 5.99.1.2)
seed2986	L1_DNA Metabolism	"L2_DNA topoisomerases, Type I, ATP-independent"	"L3_DNA topoisomerase I, eukaryotic-type (EC 5.99.1.2)"
seed2987	L1_DNA Metabolism	"L2_DNA topoisomerases, Type I, ATP-independent"	L3_DNA topoisomerase III domain
seed2988	L1_DNA Metabolism	"L2_DNA topoisomerases, Type I, ATP-independent"	"L3_DNA topoisomerase III, Bacillus plasimid type (EC 5.99.1.2)"
seed2989	L1_DNA Metabolism	"L2_DNA topoisomerases, Type I, ATP-independent"	"L3_DNA topoisomerase III, Bacteroidales-type (EC 5.99.1.2)"
